entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;imagen_1;imagen_2;imagen_3;imagen_4;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;compromiso;destacada;ba_elige;link_interno;pliego_descarga;expediente-numero;estudio_ambiental_descarga;financiamiento;;;;;;;;;;;;;;;;;;;
Comisar��as;Comisar��a Comunal 10;Finalizada;Arquitectura;Ministerio de Seguridad;Trabajos En Alcaild��a, Sala De Control, Consultorio M�dico. Eliminaci�n De Humedades. Ampliaci�n De Logi?Stica Y Depo?Sitos. Puesta En Valor Playa De Estacionamiento. Cambio De Parasoles.;$12.117.021,00;10;Floresta;Chivilcoy 453;-34,62888854;-58,48392528;2016-09-26;2017-12-31;15;100;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_comisaria43_imagen1.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_comisaria43_imagen2.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_comisaria43_imagen3.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_comisaria43_imagen4.jpg;Miavasa S.A;2017;Decreto N� 433/16;No aplica;30677303863;37247;10;;;;https://www.buenosaires.gob.ar/baobras/comisarias;No aplica;EX-2017-27296196- -MGEYA-DGINFRS;No aplica;;;;;;;;;;;;;;;;;;;;
Comisar��as;Comisar��a Comunal 8 - Segunda Etapa;Finalizada;Arquitectura;Ministerio de Seguridad;Trabajos En Alcaild��a, M�dico Legista. Comedor Personal, Guardia Interna. Trabajos De Accesos Para Discapacitados. Ampliaci�n Vestuario Femenino. Eliminaci�n De Filtraciones. Pintura En Recepci�n Y Fachadas.;$9.144.905,00;8;Villa Lugano;Diaz, Ana 5651;-34,68211484;-58,46777562;2016-12-29;2018-07-31;19;100;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_comisaria52_imagen1.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_comisaria52_imagen2.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_comisaria52_imagen3.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_comisaria52_imagen4.jpg;Miavasa S.A;2016;Licitaci�n P�blica;34/SIGAF/18;30677303863;108,17;20;;;;https://www.buenosaires.gob.ar/baobras/comisarias;https://documentosboletinoficial.buenosaires.gob.ar/publico/20161215.pdf;EX-2017-22410119- -MGEYA-SECAS ;No aplica;;;;;;;;;;;;;;;;;;;;
Oficinas P�blicas;Oficinas Ministerio de Justicia y Seguridad: Hornos 238 Pisos 1, 2, 4;Desestimada;Arquitectura;Ministerio de Seguridad;Refuncionalizaci�n Para La Mudanza Del 911 (Despachos Y Atendedores) Y Sala De Operaciones.;$19.961.650,00;4;Barracas;Hornos, Gral. 238;-34,6309709;-58,37836094;2016-10-11;2017-01-09;3;100;https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad/Hornos%20-%20911%20-%20piso%201%202%203%20-%20antes%20%282%29.JPG;https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad/Hornos%20-%20911%20-%20piso%201%202%203%20-%20Despues%20%282%29.jpg;https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad/Hornos%20-%20911%20-%20piso%201%202%203%20-%20antes%20%283%29.JPG;https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad/Hornos%20-%20911%20-%20piso%201%202%203%20-%20Despues%20%284%29.jpg;Bosquimano S.A;2016;Desestimada;Desestimada;30711470022;73377;20;;;;https://www.buenosaires.gob.ar/baobras/oficinas-publicas;https://documentosboletinoficial.buenosaires.gob.ar/publico/20171219.pdf;no aplica;No aplica;;;;;;;;;;;;;;;;;;;;
Oficinas P�blicas;Oficinas Ministerio de Justicia y Seguridad: Hornos 238 Pisos 4, 5, 7;Desestimada;Arquitectura;Ministerio de Seguridad;Adecuaci�n De Tres Pisos Para Las Nuevas Oficinas De La Jefatura De Polic��a.;$24.916.149,00;4;Barracas;Hornos, Gral. 238;-34,6309709;-58,37836094;2017-03-04;2017-09-25;6;100;https://cdn2.buenosaires.gob.ar/baobras/mjyshornos238piso456fin.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjyshornos238piso456mjys.jpg;https://cdn2.buenosaires.gob.ar/baobras/msjyshornos238piso456fin.jpg;;Sur Construcciones;2017;Desestimada;Desestimada;30712521232;73377;20;;;;https://www.buenosaires.gob.ar/baobras/oficinas-publicas;No aplica;no aplica;No aplica;;;;;;;;;;;;;;;;;;;;
Instituto Superior De Seguridad P�blica;Instituto Superior De Seguridad P�blica: Dormitorios (Pabellones: 1, 2, 3, 4 y 5);Finalizada;Arquitectura;Ministerio de Seguridad;Construcci�n De Dormitorios Para Los Cadetes Del Issp.;$82.220.316,00;9;Parque Avellaneda;Santiago De Compostela Av. 3801;-34,65518062;-58,46507986;2016-12-23;2018-07-31;19;100;https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad2/mjys_dormitorios_imagen1.jpg;https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad2/mjys_dormitorios_imagen2.jpg;https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad2/mjys_dormitorios_imagen3.jpg;https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad2/mjys_dormitorios_imagen4.jpg;Miavasa S.A;2016;Licitaci�n P�blica;846-SIGAF-2016;30677303863;2000;50;;;;https://www.buenosaires.gob.ar/baobras/instituto-superior-de-seguridad-publica;https://documentosboletinoficial.buenosaires.gob.ar/publico/20161101.pdf;EX-2016-16859127- -MGEYA-DGINFRS;No aplica;;;;;;;;;;;;;;;;;;;;
Oficinas P�blicas;Oficinas Ministerio de Justicia y Seguridad: Herrera - Armer��a Armamentos;Finalizada;Arquitectura;Ministerio de Seguridad;Ampliaci�n De Armer��a Con Dep�sitos Modulares.;$1.821.496,00;4;Barracas;Herrera 2410;-34,65449054;-58,37408508;2017-10-11;2017-12-04;2;100;https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad/Armeria%20final%20%285%29.jpg;https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad/Armeria%20final%20%286%29.jpg;;;Ecosan S.A;2017;Decreto N� 433/16;No aplica;30707696849;73377;7;;;;https://www.buenosaires.gob.ar/baobras/oficinas-publicas;No aplica;EX-2018-09295735- -MGEYA-DGINFRS;No aplica;;;;;;;;;;;;;;;;;;;;
Destacamentos De Bomberos;Destacamento de Bomberos V�lez Sarsfield (Rod� 4470);Finalizada;Arquitectura;Ministerio de Seguridad;Trabajos Integrales De Puesta En Valor, Solados, Cielorrasos, Instalaci�n Sanitaria, Carpinter��as, Instalaci�n El�ctrica, Se Genera Nueva Sala De Academia Y Dormitorio Con Ba�o, Impermeabilizaci�n, Etc.;$3.675.140,00;9;Parque Avellaneda;Rodo, Jose E. 4470;-34,64472519;-58,48776084;2017-06-19;2017-11-21;5;100;https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_arquitectura.png;;;;Uniser S.A;2017;Licitaci�n P�blica;2900-0377-LPU17;30710477759;43413;10;;;;https://www.buenosaires.gob.ar/baobras/destacamentos-de-bomberos-0;https://documentosboletinoficial.buenosaires.gob.ar/publico/20170417.pdf;EX-2017-06355054- -MGEYA-DGSUMS;No aplica;;;;;;;;;;;;;;;;;;;;
Oficinas P�blicas;Oficinas Ministerio de Justicia y Seguridad: Herrera - Polic��a Antidisturbios - Etapa 2;Finalizada;Arquitectura;Ministerio de Seguridad;Puesta En Valor Y Refuncionalizaci�n Con Instalaciones El�ctricas, Sanitarias Y Climatizaci�n Para Uso De Vestuarios Y Dormitorios.;$7.476.185,00;4;Barracas;Herrera 2410;-34,65449054;-58,37408508;2016-09-15;2016-10-30;1;100;https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_arquitectura.png;;;;Ecosan S.A;2016;Decreto N� 433/16;No aplica;30707696849;73377;20;;;;https://www.buenosaires.gob.ar/baobras/oficinas-publicas;No aplica;EX-2016-25172329- -MGEYA-DGINFRS;No aplica;;;;;;;;;;;;;;;;;;;;
Instituto Superior De Seguridad P�blica;Instituto Superior De Seguridad P�blica: Aulas y comedor;Finalizada;Arquitectura;Ministerio de Seguridad;Ampliaci�n Del Comedor Y Construcci�n Tradicional De Aulas Para El Issp.;$95.460.325,00;9;Parque Avellaneda;Santiago De Compostela Av. 3801;-34,65518062;-58,46507986;2016-12-23;2017-12-29;12;100;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_aulasycomedor_imagen1.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_aulasycomedor_imagen2.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_aulasycomedor_imagen3.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_aulasycomedor_imagen4.jpg;Miavasa S.A;2016;Licitaci�n P�blica;845-SIGAF-2016;30677303863;2000;30;;;;https://www.buenosaires.gob.ar/baobras/instituto-superior-de-seguridad-publica;https://documentosboletinoficial.buenosaires.gob.ar/publico/20161101.pdf;EX-2016-16858784- -MGEYA-DGINFRS;No aplica;;;;;;;;;;;;;;;;;;;;
Oficinas P�blicas;Oficinas Ministerio de Justicia y Seguridad: Herrera - Polic��a Antidisturbios - Etapa 3;Finalizada;Arquitectura;Ministerio de Seguridad;Construcci�n De Obra Nueva Con Instalaciones El�ctricas, Sanitarias Y Climatizaci�n Para Oficinas Administrativas Y Jefatura, Dep�sito De Log��stica Y Armer��a Para Personal Del Doucad (Divisi�n Operaciones Urbanas De Contenci�n De Actividades Deportivas).;$5.471.680,00;4;Barracas;Herrera 2410;-34,65449054;-58,37408508;2016-10-31;2016-12-15;2;100;https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_arquitectura.png;;;;Ecosan S.A;2016;Decreto N� 433/16;No aplica;30707696849;73377;20;;;;https://www.buenosaires.gob.ar/baobras/oficinas-publicas;No aplica;EX-2016-27408751-   -MGEYA-DGINFRS;No aplica;;;;;;;;;;;;;;;;;;;;
Destacamentos De Bomberos;Destacamento De Bomberos Flores (Estaci�n) - Cuartel VII (Falc�n 2255) - Etapa 2;Finalizada;Arquitectura;Ministerio de Seguridad;Refacci�n Destacamento De Bomberos: Impermeabilizaci�n, Reemplazo De Artefactos De Gas, Carpinter��as, Iluminaci�n, Pisos Y Z�calos. Refuncionalizaci�n De Escalera, Revestimientos En Ba�os Y Vestuarios, Cambio De Cubierta De Chapa, Trabajos De Pintura.;$6.500.000,00;7;Flores;Falcon, Ramon L.,Cnel. 2255;-34,62935755;-58,46003595;2017-05-06;2017-08-12;3;100;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_destflores_imagen1.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_destflores_imagen2.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_destflores_imagen3.jpg;;Industrias Mas S.R.L;2017;Licitaci�n P�blica;2900-0093-LPU17;30707041990;142695;10;;;;https://www.buenosaires.gob.ar/baobras/destacamentos-de-bomberos-0;https://documentosboletinoficial.buenosaires.gob.ar/publico/20170201.pdf;EX-2016-03233886- -MGEYA-DGSUMS;No aplica;;;;;;;;;;;;;;;;;;;;
Anillo Digital;Anillo Digital - Centro de Monitoreo Sur;Finalizada;Arquitectura;Ministerio de Seguridad;"Construcci�n de Centro de Monitoreo en modalidad ""Steel Frame"" con superficies vidriadas y marquesina con identificaci�n institucional. Instalaciones de centro de monitoreo con videowall y PCs, oficina administrativa y servicios necesarios para el apoyo al Anillo Digital de seguridad.";$15.332.570,00;8;Villa Riachuelo;PAZ, GRAL. AV. y 27 DE FEBRERO AV.;-34,703736;-58,461222;2016-09-01;2016-12-21;3;100;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillosur_imagen1.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillosur_imagen2.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillosur_imagen3.jpg;;Bosquimano S.A;2016;Decreto N� 433/16;No aplica;30711470022;13995;20;;;;https://www.buenosaires.gob.ar/baobras/anillo-digital-0;No aplica;EX-2016-21379632- -MGEYA-DGINFRS;No aplica;;;;;;;;;;;;;;;;;;;;
Anillo Digital;Anillo Digital - Centro de Monitoreo Norte;Finalizada;Arquitectura;Ministerio de Seguridad;"Construcci�n de Centro de Monitoreo en modalidad ""Steel Frame"" con superficies vidriadas y marquesina con identificaci�n institucional. Instalaciones de centro de monitoreo con videowall y PCs, oficina administrativa y servicios necesarios para el apoyo al Anillo Digital de seguridad.";$15.897.150,00;12;Saavedra;PAZ, GRAL. AV. y ACCESO NORTE - PANAMERICANA;-34,549165;-58,497112;2016-09-01;2016-12-21;3;100;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillonorte_imagen1.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillonorte_imagen2.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillonorte_imagen3.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillonorte_imagen4.jpg;Bosquimano S.A;2016;Decreto N� 433/16;No aplica;30711470022;48956;20;;;;https://www.buenosaires.gob.ar/baobras/anillo-digital-0;No aplica;EX-2016-21380931- -MGEYA-DGINFRS;No aplica;;;;;;;;;;;;;;;;;;;;
Comisar��as;Comisar��a Vecinal 8-B;Finalizada;Arquitectura;Ministerio de Seguridad;Construccion del nuevo edificio sede de la Comisaria 8-B;24720137,06;8;Villa Lugano;Av. Escalada 4347;-34,675664;-58,455909;2017-10-01;2018-03-01;5;100;https://cdn2.buenosaires.gob.ar/baobras/mjysc361.jpeg;https://cdn2.buenosaires.gob.ar/baobras/mjysc362.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjysc363.jpeg;https://cdn2.buenosaires.gob.ar/baobras/mjysc364.jpeg;Ecosan S.A;2017;Decreto N� 433/16;No aplica;30707696849;114000;35;;;;https://www.buenosaires.gob.ar/baobras/comisarias;https://documentosboletinoficial.buenosaires.gob.ar/publico/20180618.pdf;EX-2017-21658966- -MGEYA-SECAS;No aplica;;;;;;;;;;;;;;;;;;;;
Comisar��as;Comisar�a Comunal 9;Finalizada;Arquitectura;Ministerio de Seguridad;Construcci�n de la Comisar�a Comunal N� 9�;$158.248.836,68;9;Liniers;Reservistas Argentinas N� 470;34635782;58524987;2018-12-10;2022-02-28;50;100;;;;;BRICONS S.A.I.C.F.I.;2019;Licitaci�n P�blica;113/SIGAF/2018;30541068151;;;;;;https://www.buenosaires.gob.ar/baobras/comisarias;https://documentosboletinoficial.buenosaires.gob.ar/publico/20180502.pdf;"EX-2017-28336536-GCABA-SECAS
EX-2022-05654805-GCABA-DGIYMA";No aplica;;;;;;;;;;;;;;;;;;;;
Comisar��as;Comisar�a Comunal 10;Finalizada;Arquitectura;Ministerio de Seguridad;Construcci�n de la comisar�a comunal N� 10;$187.302.527,27;10;Villa Luro;Rafaela N� 4751;34639019;58494131;2018-10-08;2022-03-22;27;100;;;;;POSE S.A.;2019;Licitaci�n P�blica;139/SIGAF/18;30709107123;;;;;;https://www.buenosaires.gob.ar/baobras/comisarias;https://documentosboletinoficial.buenosaires.gob.ar/publico/20180511.pdf;EX-2018-03456744-GCABA-SECAS;No aplica;;;;;;;;;;;;;;;;;;;;
Comisar��as;Comisar�a Comunal 3;Finalizada;Arquitectura;Ministerio de Seguridad;Construcci�n de la Comisar�a Comunal 3, sita en la calle Venezuela N� 1931;$193.653.131,00;3;Balvanera;Venezuela 1931;34615028;58393686;2022-04-01;2023-09-20;56;100;;;;;MIAVASA S.A.;2022;Licitaci�n P�blica;394/SIGAF/2018;30677303863;;;;;;;https://documentosboletinoficial.buenosaires.gob.ar/publico/ck_LIC-LPU-LLAMADO-MJYSGC-DGAYCS-394-18-5456.pdf;EX-2018-17519564-GCABA-SECAS;No aplica;;;;;;;;;;;;;;;;;;;;
Destacamento de bomberos;Destacamento de bomberos en Puerto Madero;Finalizada;Arquitectura;Ministerio de Seguridad;"Construcci�n del Destacamento de Bomberos Costanera Sur � Puerto Madero, sito en Av. Espa�a y E. Rawson
Dellepiane";$63.662.337,84;4;La Boca;Av. Espa�a altura av. Elvira Rawson de Dellepiane ;34618949;58356877;2022-08-16;2023-10-02;14;100;;;;;CARETTA;2022;Licitaci�n P�blica;10021-0036-LPU22;30708518723;;;;;;;https://documentosboletinoficial.buenosaires.gob.ar/publico/20220609.pdf;EX-2022-17785350-GCABA-DGAYCON;No aplica;;;;;;;;;;;;;;;;;;;;
Oficinas P�blicas;Oficinas Ministerio de Justicia y Seguridad: Hornos 238 Pisos 1;Finalizada;Arquitectura;Ministerio de Seguridad;Refuncionalizaci�n Para La Mudanza Del 911 (Despachos Y Atendedores) Y Sala De Operaciones. Piso N� 1;$7.405.293,31;4;Barracas;Hornos, Gral. 238;-34,6309709;-58,37836094;2016-10-11;2017-01-09;3;100;https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad/Hornos%20-%20911%20-%20piso%201%202%203%20-%20antes%20%282%29.JPG;https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad/Hornos%20-%20911%20-%20piso%201%202%203%20-%20Despues%20%282%29.jpg;https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad/Hornos%20-%20911%20-%20piso%201%202%203%20-%20antes%20%283%29.JPG;https://cdn2.buenosaires.gob.ar/baobras/justiciayseguridad/Hornos%20-%20911%20-%20piso%201%202%203%20-%20Despues%20%284%29.jpg;Bosquimano S.A;2016;Decreto N� 433/16;No aplica;30711470022;73377;20;;;;https://www.buenosaires.gob.ar/baobras/oficinas-publicas;No aplica;EX-2017-03897934- -MGEYA-DGINFRS;No aplica;;;;;;;;;;;;;;;;;;;;
Oficinas P�blicas;Oficinas Ministerio de Justicia y Seguridad: Hornos 238 Pisos 2;Finalizada;Arquitectura;Ministerio de Seguridad;Adecuaci�n del piso N� 2 para las Nuevas Oficinas De La Jefatura De Polic��a.;$7.420.760,32;4;Barracas;Hornos, Gral. 238;-34,6309709;-58,37836094;2017-03-04;2017-09-25;6;100;https://cdn2.buenosaires.gob.ar/baobras/mjyshornos238piso456fin.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjyshornos238piso456mjys.jpg;https://cdn2.buenosaires.gob.ar/baobras/msjyshornos238piso456fin.jpg;;BOSQUIMANO;2017;Decreto N� 433/16;No aplica;30712521232;73377;20;;;;https://www.buenosaires.gob.ar/baobras/oficinas-publicas;No aplica;EX-2017-03577922- -MGEYA-DGINFRS;No aplica;;;;;;;;;;;;;;;;;;;;
Oficinas P�blicas;Oficinas Ministerio de Justicia y Seguridad: Hornos 238 Pisos 4;Finalizada;Arquitectura;Ministerio de Seguridad;Adecuaci�n del piso N� 4 para las Nuevas Oficinas De La Jefatura De Polic��a.;$7.282.063,49;4;Barracas;Hornos, Gral. 238;-34,6309709;-58,37836094;2017-03-04;2017-09-25;6;100;https://cdn2.buenosaires.gob.ar/baobras/mjyshornos238piso456fin.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjyshornos238piso456mjys.jpg;https://cdn2.buenosaires.gob.ar/baobras/msjyshornos238piso456fin.jpg;;SUR CONSTRUCCIONES;2017;Decreto N� 433/16;No aplica;30712521232;73377;20;;;;https://www.buenosaires.gob.ar/baobras/oficinas-publicas;No aplica;EX-2017-28455916-   -MGEYA-DGINFRS;No aplica;;;;;;;;;;;;;;;;;;;;
Oficinas P�blicas;Oficinas Ministerio de Justicia y Seguridad: Hornos 238 Pisos 5;Finalizada;Arquitectura;Ministerio de Seguridad;Adecuaci�n del piso N� 5 para las Nuevas Oficinas De La Jefatura De Polic��a.;$7.467.878,60;4;Barracas;Hornos, Gral. 238;-34,6309709;-58,37836094;2017-03-04;2017-09-25;6;100;https://cdn2.buenosaires.gob.ar/baobras/mjyshornos238piso456fin.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjyshornos238piso456mjys.jpg;https://cdn2.buenosaires.gob.ar/baobras/msjyshornos238piso456fin.jpg;;SUR CONSTRUCCIONES;2017;Decreto N� 433/16;No aplica;30712521232;73377;20;;;;https://www.buenosaires.gob.ar/baobras/oficinas-publicas;No aplica;EX-2017-18125134- -MGEYA-DGINFRS;No aplica;;;;;;;;;;;;;;;;;;;;
Oficinas P�blicas;Oficinas Ministerio de Justicia y Seguridad: Hornos 238 Pisos 6;Finalizada;Arquitectura;Ministerio de Seguridad;Adecuaci�n del piso N� 6 para las Nuevas Oficinas De La Jefatura De Polic��a.;$9.409.600,20;4;Barracas;Hornos, Gral. 238;-34,6309709;-58,37836094;2017-03-04;2017-09-25;6;100;https://cdn2.buenosaires.gob.ar/baobras/mjyshornos238piso456fin.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjyshornos238piso456mjys.jpg;https://cdn2.buenosaires.gob.ar/baobras/msjyshornos238piso456fin.jpg;;SUR CONSTRUCCIONES;2017;Decreto N� 433/16;No aplica;30712521232;73377;20;;;;https://www.buenosaires.gob.ar/baobras/oficinas-publicas;No aplica;EX-2017-16642779- -MGEYA-DGINFRS;No aplica;;;;;;;;;;;;;;;;;;;;
Oficinas P�blicas;Oficinas Ministerio de Justicia y Seguridad: Hornos 238 Subsuelo;Finalizada;Arquitectura;Ministerio de Seguridad;Adecuaci�n del subsuelo del edificio sito en la calle Hornos 238 ;$4.780.472,04;4;Barracas;Hornos, Gral. 238;-34,6309709;-58,37836094;2017-03-04;2017-09-25;6;100;https://cdn2.buenosaires.gob.ar/baobras/mjyshornos238piso456fin.jpg;https://cdn2.buenosaires.gob.ar/baobras/mjyshornos238piso456mjys.jpg;https://cdn2.buenosaires.gob.ar/baobras/msjyshornos238piso456fin.jpg;;SUR CONSTRUCCIONES;2017;Decreto N� 433/16;No aplica;30712521232;73377;20;;;;https://www.buenosaires.gob.ar/baobras/oficinas-publicas;No aplica;EX-2017-16454956- -MGEYA-DGINFRS;No aplica;;;;;;;;;;;;;;;;;;;;
Oficinas P�blicas;Centro de Monitoreo Urbano Puerto Madero ;Finalizada;Arquitectura;Ministerio de Seguridad;"Reacondicionamiento del edificio existente, el cual se desarrolla exclusivamente en planta baja, y materializado en construcci�n en seco. El mismo, ser� readecuado y mejorado para albergar las funciones en forma acorde con las nuevas tecnolog�as y necesidades actuales, albergar� principalmente dos actividades de seguridad: el centro de
monitoreo urbano propiamente dicho, y el �rea de administraci�n y toma de denuncias, y a su vez tendr� un
sector dedicado a turistas.";$33.855.788,93;1;Puerto Madero;Macacha G�emes N� 151;-34605100;-58365970;2021-08-13;2021-12-10;4;100;;;;;M. CARETTA S.R.L.;2021;Licitaci�n P�blica;10021-0101-LPU21;30708518723;;;;;;https://www.buenosaires.gob.ar/baobras/oficinas-publicas;https://documentosboletinoficial.buenosaires.gob.ar/publico/20210412.pdf;EX-2021-09074005-GCABA-DGAYCON;No aplica;;;;;;;;;;;;;;;;;;;;
Oficinas P�blicas;Centro de Monitoreo Urbano 9 de Julio ;Finalizada;Arquitectura;Ministerio de Seguridad;Reacondicionamiento del inmueble en el sector peatonal, a efectos de optimizar y asegurar el funcionamiento de un centro de monitoreo urbano;$23.411.941,54;1;San Nicol�s;Av. Diagonal Roque Saenz Pe�a (Diagonal norte) y Calle Cerrito;-34603354;-58382236;2019-02-27;2019-05-28;3;100;;;;;DA FR� OBRAS CIVILES S.A.;2019;Decreto N� 433/16;No aplica;30711388768;;;;;;https://www.buenosaires.gob.ar/baobras/oficinas-publicas;No aplica;EX-2019-05678502-GCABA-DGINSE;No aplica;;;;;;;;;;;;;;;;;;;;
Entorno para Homenaje a los Polic�as;Entorno para Homenaje a los Polic�as;Finalizada;Arquitectura;Ministerio de Seguridad;Dicha obra tiene por finalidad la adecuaci�n del entorno y construcci�n de una placa conmemorativa en homenaje a los polic�as ca�dos en cumplimiento del deber.;$17.875.722,49;14;Palermo;Av. Int. Bullrich N� 200;-34573419;-58424413;2021-07-28;2021-12-24;4;100;;;;;NAKU CONSTRUCCIONES S.R.L. ;2021;Licitaci�n P�blica;10021-0100-LPU21;30575292174;;;;;;;https://documentosboletinoficial.buenosaires.gob.ar/publico/20210415.pdf;EX-2021-08733352-GCABA-DGAYCON;No aplica;;;;;;;;;;;;;;;;;;;;
Oficinas P�blicas;Centro de Monitoreo Urbano Chacarita;Finalizada;Arquitectura;Ministerio de Seguridad;Puesta en valor, Ampliaci�n y Remodelaci�n de un sector de la Nave 8;$36.162.661,20;15;Chacarita;Av. Jorge Newbery y las calles Guzm�n y Rodney;-34590999;-58453253;2017-03-03;2019-09-30;30;100;;;;;MIAVASA S.A.;2016;Licitaci�n P�blica;1.052/SIGAF/16;30677303863;;;;;;https://www.buenosaires.gob.ar/baobras/oficinas-publicas;https://documentosboletinoficial.buenosaires.gob.ar/publico/20161101.pdf;EX-2016-13599461-MGEYA-SSEMERG;No aplica;;;;;;;;;;;;;;;;;;;;
Comisar��as;Comisar�a Comunal 4;Finalizada;Arquitectura;Ministerio de Seguridad;"La obra en cuesti�n contempla la redistribuci�n de los espacios existentes y la ampliaci�n del edificio, totalizando 2785 m2 de superficie cubierta y 750 m2 descubiertos destinados a cocheras.
Por ello, al finalizar los trabajos, contar� con vestuarios para 700 personas, gimnasio, comedor, sala de
academia, oficinas del Ministerio P�blico Fiscal, oficinas reservadas para la atenci�n de denuncias
vinculadas con violencia de g�nero, despachos jer�rquicos, entre otros ambientes secundarios destinados al
funcionamiento de la dependencia policial.";$135.616.072,95;4;Parque Patricios;Zabaleta N� 425;-34642043;-58402673;2018-10-16;2020-02-13;16;100;;;;;POSE S.A.;2018;Licitaci�n P�blica;138/SIGAF/18 ;30709107123;;;;;;https://www.buenosaires.gob.ar/baobras/comisarias;https://documentosboletinoficial.buenosaires.gob.ar/publico/20180511.pdf;EX-2018-06592396- -MGEYA-SECAS;No aplica;;;;;;;;;;;;;;;;;;;;
Oficinas P�blicas;Centro de Monitoreo Urbano Zona Sur;Finalizada;Arquitectura;Ministerio de Seguridad;El edificio para el Control de Monitoreo Urbano estar� ubicado en la intersecci�n de la Av. Escalada y Roca de esta Ciudad. Tendr� un total de 172m2 cubiertos abocados principalmente a la actividad de seguridad de monitoreo de la Ciudad. Contar� con espacio para ocho personas, cada una con su propio escritorio apto para la labor del personal policial especializado en la actividad. ;$165.034.473,00;8;Villa Soldati;Av. Escalada y Av. Roca, ;-34,679909;-58,450004;2023-03-03;2023-09-08;6;100;https://cdn.buenosaires.gob.ar/BAObrasrenovado/cmu1.png;https://cdn.buenosaires.gob.ar/BAObrasrenovado/cmu2.png;;;CARETTA;2023;Licitaci�n P�blica;2900-0009-LPU23;30708518723;;;;;;;https://documentosboletinoficial.buenosaires.gob.ar/publico/20230130.pdf;EX-2023-00867101-GCABA-DGAYCON;No aplica;;;;;;;;;;;;;;;;;;;;
Comisar��as;Comisar�a Comunal 7;En obra;Arquitectura;Ministerio de Seguridad;"Construcci�n de la Comisar�a Comunal N� 7, sita en
la calle Rivera Indarte N� 864,";$1.068.579.591,00;7;Flores;Rivera Indarte N� 864;34638413;58456423;2022-07-12;2024-10-31;27;65;;;;;DEJESUS;2022;Licitaci�n P�blica;0021-0015-LPU22;30713272708;;;;;;;https://documentosboletinoficial.buenosaires.gob.ar/publico/20220323.pdf;EX-2022-08799690-GCABA-DGAYCON;No aplica;;;;;;;;;;;;;;;;;;;;
